293	0.0533603389239603
298	0.0501352799845258
303	0.047149615167147
308	0.044382389045065
313	0.0418147496013166
318	0.0394297110343599
323	0.0372119461474772
328	0.0351476042908636
333	0.0332241514194462
338	0.0314302293296622
343	0.0297555315605034
348	0.0281906938010883
353	0.0267271969495801
358	0.025357281225253
363	0.0240738699542567
368	0.022870501836199
373	0.0217412706581131
378	0.0206807715589164
383	0.0196840530645976
388	0.018746574215059
393	0.0178641661902306
398	0.0170329979178636
403	0.0162495452100347
408	0.0155105630313314
413	0.0148130605501902
418	0.0141542786669812
423	0.0135316697490714
428	0.012942879335015
433	0.0123857295978745
438	0.0118582043820066
443	0.0113584356489475
448	0.0108846911866944
453	0.0104353634530575
458	0.0100089594381524
463	0.00960409144376785
